process_key,process_name,tenant_id,version,deployment_time,process_definition_id,task_type,task_id,task_name,bpmn_path
Process_9512e8a2-4c17-42b9-8de9-70ff54d752bd,Politica de Credito da GPS refin,,14,2026-03-11T20:37:10.748+0000,14411e00-1d8a-11f1-bf5c-2a5e30c7d3c1,serviceTask,Consulta_Autorizacao_DataPrev,Consulta DataPrev - Solicita Autorização,C:\Users\ViniciusAlvesdeSanta\OneDrive - BYX CAPITAL S A\Documentos\Camunda\Politicas Legado\bpm\Politica de Credito da GPS refin\v014__deploy_2026-03-11_203710\versao_014__deploy_2026-03-11_203710.bpmn
Process_9512e8a2-4c17-42b9-8de9-70ff54d752bd,Politica de Credito da GPS refin,,14,2026-03-11T20:37:10.748+0000,14411e00-1d8a-11f1-bf5c-2a5e30c7d3c1,serviceTask,Consulta_Saldo_DataPrev,Consulta DataPrev - Consulta Dados do Trabalhador,C:\Users\ViniciusAlvesdeSanta\OneDrive - BYX CAPITAL S A\Documentos\Camunda\Politicas Legado\bpm\Politica de Credito da GPS refin\v014__deploy_2026-03-11_203710\versao_014__deploy_2026-03-11_203710.bpmn
Process_9512e8a2-4c17-42b9-8de9-70ff54d752bd,Politica de Credito da GPS refin,,14,2026-03-11T20:37:10.748+0000,14411e00-1d8a-11f1-bf5c-2a5e30c7d3c1,serviceTask,Consult_Consent_DataPrev,Consulta DataPrev - Envio Dados Consentimento,C:\Users\ViniciusAlvesdeSanta\OneDrive - BYX CAPITAL S A\Documentos\Camunda\Politicas Legado\bpm\Politica de Credito da GPS refin\v014__deploy_2026-03-11_203710\versao_014__deploy_2026-03-11_203710.bpmn
Process_9512e8a2-4c17-42b9-8de9-70ff54d752bd,Politica de Credito da GPS refin,,14,2026-03-11T20:37:10.748+0000,14411e00-1d8a-11f1-bf5c-2a5e30c7d3c1,scriptTask,Activity_0zxh1fk,Preparar variaveis,C:\Users\ViniciusAlvesdeSanta\OneDrive - BYX CAPITAL S A\Documentos\Camunda\Politicas Legado\bpm\Politica de Credito da GPS refin\v014__deploy_2026-03-11_203710\versao_014__deploy_2026-03-11_203710.bpmn
Process_9512e8a2-4c17-42b9-8de9-70ff54d752bd,Politica de Credito da GPS refin,,14,2026-03-11T20:37:10.748+0000,14411e00-1d8a-11f1-bf5c-2a5e30c7d3c1,scriptTask,Activity_0fg11nx,Preparar identification,C:\Users\ViniciusAlvesdeSanta\OneDrive - BYX CAPITAL S A\Documentos\Camunda\Politicas Legado\bpm\Politica de Credito da GPS refin\v014__deploy_2026-03-11_203710\versao_014__deploy_2026-03-11_203710.bpmn
Process_9512e8a2-4c17-42b9-8de9-70ff54d752bd,Politica de Credito da GPS refin,,14,2026-03-11T20:37:10.748+0000,14411e00-1d8a-11f1-bf5c-2a5e30c7d3c1,scriptTask,Activity_04akl5a,Preparar decision,C:\Users\ViniciusAlvesdeSanta\OneDrive - BYX CAPITAL S A\Documentos\Camunda\Politicas Legado\bpm\Politica de Credito da GPS refin\v014__deploy_2026-03-11_203710\versao_014__deploy_2026-03-11_203710.bpmn
Process_9512e8a2-4c17-42b9-8de9-70ff54d752bd,Politica de Credito da GPS refin,,14,2026-03-11T20:37:10.748+0000,14411e00-1d8a-11f1-bf5c-2a5e30c7d3c1,scriptTask,Activity_0ew5iwy,Preparar retorno,C:\Users\ViniciusAlvesdeSanta\OneDrive - BYX CAPITAL S A\Documentos\Camunda\Politicas Legado\bpm\Politica de Credito da GPS refin\v014__deploy_2026-03-11_203710\versao_014__deploy_2026-03-11_203710.bpmn
Process_9512e8a2-4c17-42b9-8de9-70ff54d752bd,Politica de Credito da GPS refin,,14,2026-03-11T20:37:10.748+0000,14411e00-1d8a-11f1-bf5c-2a5e30c7d3c1,serviceTask,Activity_14ylu7y,Envia Retorno API,C:\Users\ViniciusAlvesdeSanta\OneDrive - BYX CAPITAL S A\Documentos\Camunda\Politicas Legado\bpm\Politica de Credito da GPS refin\v014__deploy_2026-03-11_203710\versao_014__deploy_2026-03-11_203710.bpmn
Process_9512e8a2-4c17-42b9-8de9-70ff54d752bd,Politica de Credito da GPS refin,,14,2026-03-11T20:37:10.748+0000,14411e00-1d8a-11f1-bf5c-2a5e30c7d3c1,businessRuleTask,Activity_1qyqa4p,Avaliacao PF,C:\Users\ViniciusAlvesdeSanta\OneDrive - BYX CAPITAL S A\Documentos\Camunda\Politicas Legado\bpm\Politica de Credito da GPS refin\v014__deploy_2026-03-11_203710\versao_014__deploy_2026-03-11_203710.bpmn
Process_9512e8a2-4c17-42b9-8de9-70ff54d752bd,Politica de Credito da GPS refin,,14,2026-03-11T20:37:10.748+0000,14411e00-1d8a-11f1-bf5c-2a5e30c7d3c1,serviceTask,Activity_1d1t7nl,Dados CNPJ Lista Permissivel,C:\Users\ViniciusAlvesdeSanta\OneDrive - BYX CAPITAL S A\Documentos\Camunda\Politicas Legado\bpm\Politica de Credito da GPS refin\v014__deploy_2026-03-11_203710\versao_014__deploy_2026-03-11_203710.bpmn
